QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
1026_B,1026,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,"Jo and Paul are talking about which term could replace the star in this addition pyramid.
Jo says it could be: \( f \)
Paul says it could be: \( g \)
Who is correct? ![A diagram showing 3 rows of boxes. the bottom row has 3 boxes, containing a star, and empty box and 2g from left to right. The next row up contains two boxes, overlapping the joins of the boxes below. The left one contains 4f+6g, the right one is empty. The top row is one box, centered over the join of the two below, it is empty.]()",B,"Only
Paul",0,C,Both Jo and Paul,49,Algebra,62,Writing and Simplifying Expressions,251,Simplifying Expressions by Collecting Like Terms,1690.0
1027_B,1027,3175,For a given output find the input of a function machine,173,Other Sequences,"![2 arrows pointing to the right. + 7 in the first arrow. divide by 2 in the second arrow]() The rule above is used to generate a term-to-term sequence.
If the third term is \( 9 \), what is the first term?",B,\( 4 \),0,A,\( 15 \),49,Algebra,61,Sequences,173,Other Sequences,2377.0
1027_C,1027,3175,For a given output find the input of a function machine,173,Other Sequences,"![2 arrows pointing to the right. + 7 in the first arrow. divide by 2 in the second arrow]() The rule above is used to generate a term-to-term sequence.
If the third term is \( 9 \), what is the first term?",C,\( 11 \),0,A,\( 15 \),49,Algebra,61,Sequences,173,Other Sequences,1631.0
1027_D,1027,3175,For a given output find the input of a function machine,173,Other Sequences,"![2 arrows pointing to the right. + 7 in the first arrow. divide by 2 in the second arrow]() The rule above is used to generate a term-to-term sequence.
If the third term is \( 9 \), what is the first term?",D,\( 8 \),0,A,\( 15 \),49,Algebra,61,Sequences,173,Other Sequences,2377.0
1028_A,1028,980,Solve coordinate geometry questions involving quadrilaterals,410,Distance Between Two Co-ordinates,"What is the height of the rectangle as indicated by the arrow? ![A pair of axes with no labels. 4 points are marked and joined with straight lines to make a rectangle. The top left corner of the rectangle is labelled with co-ordinate (-4,7).  The bottom right corner of the rectangle is labelled with co-ordinate (2,-12). A double-ended vertical arrow spans the height of the rectangle, starting level with (2,-12) and ending level with the corner of the rectangle directly above (2,-12).]()",A,\( 5 \),0,D,\( 19 \),49,Algebra,81,Co-ordinates,410,Distance Between Two Co-ordinates,110.0
1028_B,1028,980,Solve coordinate geometry questions involving quadrilaterals,410,Distance Between Two Co-ordinates,"What is the height of the rectangle as indicated by the arrow? ![A pair of axes with no labels. 4 points are marked and joined with straight lines to make a rectangle. The top left corner of the rectangle is labelled with co-ordinate (-4,7).  The bottom right corner of the rectangle is labelled with co-ordinate (2,-12). A double-ended vertical arrow spans the height of the rectangle, starting level with (2,-12) and ending level with the corner of the rectangle directly above (2,-12).]()",B,\( 6 \),0,D,\( 19 \),49,Algebra,81,Co-ordinates,410,Distance Between Two Co-ordinates,1968.0
1028_C,1028,980,Solve coordinate geometry questions involving quadrilaterals,410,Distance Between Two Co-ordinates,"What is the height of the rectangle as indicated by the arrow? ![A pair of axes with no labels. 4 points are marked and joined with straight lines to make a rectangle. The top left corner of the rectangle is labelled with co-ordinate (-4,7).  The bottom right corner of the rectangle is labelled with co-ordinate (2,-12). A double-ended vertical arrow spans the height of the rectangle, starting level with (2,-12) and ending level with the corner of the rectangle directly above (2,-12).]()",C,\( 2 \),0,D,\( 19 \),49,Algebra,81,Co-ordinates,410,Distance Between Two Co-ordinates,110.0
1029_C,1029,1102,Generate a descending integer linear sequence from the nth term rule,171,Linear Sequences (nth term),"How many terms are greater than zero in this sequence:
\[
22-5 n
\]",C,\( 5 \),0,D,\( 4 \),49,Algebra,61,Sequences,171,Linear Sequences (nth term),936.0
1030_A,1030,363,Convert fractions less than 1 to terminating decimals of 2 decimal places,237,Converting between Fractions and Decimals,"Tom and Katie are discussing fractions, decimals and percentages. Tom says \( \frac{11}{50}=0.11 \) Katie says \( \frac{11}{50}=22 \% \) Who is correct?",A,Only Tom,0,B,Only Katie,32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,1715.0
1030_C,1030,363,Convert fractions less than 1 to terminating decimals of 2 decimal places,237,Converting between Fractions and Decimals,"Tom and Katie are discussing fractions, decimals and percentages. Tom says \( \frac{11}{50}=0.11 \) Katie says \( \frac{11}{50}=22 \% \) Who is correct?",C,Both Tom and Katie,0,B,Only Katie,32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,1715.0
1030_D,1030,363,Convert fractions less than 1 to terminating decimals of 2 decimal places,237,Converting between Fractions and Decimals,"Tom and Katie are discussing fractions, decimals and percentages. Tom says \( \frac{11}{50}=0.11 \) Katie says \( \frac{11}{50}=22 \% \) Who is correct?",D,Neither is correct,0,B,Only Katie,32,Number,38,"Fractions, Decimals and Percentage Equivalence",237,Converting between Fractions and Decimals,120.0
1031_A,1031,198,Divide integers of 3 or more digits using long division,208,Written Division,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",A,\( 0 \),0,D,\( 5 \),32,Number,144,Basic Arithmetic,208,Written Division,1155.0
1031_B,1031,198,Divide integers of 3 or more digits using long division,208,Written Division,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",B,\( 2 \),0,D,\( 5 \),32,Number,144,Basic Arithmetic,208,Written Division,2273.0
1031_C,1031,198,Divide integers of 3 or more digits using long division,208,Written Division,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 735, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",C,\( 1 \),0,D,\( 5 \),32,Number,144,Basic Arithmetic,208,Written Division,1155.0
1032_A,1032,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,\( 5+4 \times 3= \),A,\( 27 \),0,B,\( 17 \),32,Number,144,Basic Arithmetic,33,BIDMAS,1507.0
1032_C,1032,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,\( 5+4 \times 3= \),C,\( 60 \),0,B,\( 17 \),32,Number,144,Basic Arithmetic,33,BIDMAS,2326.0
1033_B,1033,1442,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",63,Simultaneous Equations,"Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?",B,\( 90 p \),0,A,\( 70 p \),49,Algebra,154,Solving Equations,63,Simultaneous Equations,1266.0
1033_C,1033,1442,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",63,Simultaneous Equations,"Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?",C,E1,0,A,\( 70 p \),49,Algebra,154,Solving Equations,63,Simultaneous Equations,512.0
1033_D,1033,1442,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",63,Simultaneous Equations,"Chris orders \( 3 \) cups of tea and a cake, and his bill comes to £3.10

Amy orders \( 5 \) cups of tea and a cake, and her bill comes to \( £ 4.50 \).
How much does one cup of tea cost?",D,\( £ 1.40 \),0,A,\( 70 p \),49,Algebra,154,Solving Equations,63,Simultaneous Equations,1417.0
1034_A,1034,42,Place or identify the location of an integer between 100 and 1000 on a number line,216,Estimation,Which number line shows a good estimate for the position of the number shown?,A,"![A number line from 0 to 10000 with the value 857 incorrectly labelled, with an arrow, between the midpoint and 10000]()",0,C,"![A number line from 1000 to 2000 with the value 1250 correctly labelled, with an arrow, between 1000 and the midpoint]()",32,Number,141,Rounding and Estimating,216,Estimation,1957.0
1035_A,1035,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,"Expand:
\(
-(2-3 p)
\)",A,\( 2-3 p \),0,D,\( -2+3 p \),49,Algebra,152,Expanding Brackets,50,Expanding Single Brackets,583.0
1035_B,1035,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,"Expand:
\(
-(2-3 p)
\)",B,\( -2-3 p \),0,D,\( -2+3 p \),49,Algebra,152,Expanding Brackets,50,Expanding Single Brackets,1597.0
1035_C,1035,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,"Expand:
\(
-(2-3 p)
\)",C,\( 2+3 p \),0,D,\( -2+3 p \),49,Algebra,152,Expanding Brackets,50,Expanding Single Brackets,1911.0
1036_A,1036,2299,Calculate the volume of a triangular-based prism when the dimensions are given in the same units,189,Volume of Prisms,"Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()",A,\( 3 \mathrm{~cm} \),0,C,\( 5 \mathrm{~cm} \),71,Geometry and Measure,100,Volume and Surface Area,189,Volume of Prisms,590.0
1036_B,1036,2299,Calculate the volume of a triangular-based prism when the dimensions are given in the same units,189,Volume of Prisms,"Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()",B,\( 4 \mathrm{~cm} \),0,C,\( 5 \mathrm{~cm} \),71,Geometry and Measure,100,Volume and Surface Area,189,Volume of Prisms,590.0
1036_D,1036,2299,Calculate the volume of a triangular-based prism when the dimensions are given in the same units,189,Volume of Prisms,"Which of the three marked lengths is not needed when calculating the volume of this shape? ![A triangular prism with length 6cm. The triangular face is a right-angled triangle with base 4cm, height 3cm and longest edge 5cm. ]()",D,\( 6 \mathrm{~cm} \),0,C,\( 5 \mathrm{~cm} \),71,Geometry and Measure,100,Volume and Surface Area,189,Volume of Prisms,554.0
1037_A,1037,576,Calculate percentage of an amount mentally where the percent is an integer,233,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),A,\( 4 \),0,D,\( 8 \),32,Number,44,Percentages,233,Percentages of an Amount,2138.0
1037_B,1037,576,Calculate percentage of an amount mentally where the percent is an integer,233,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),B,\( 204 \),0,D,\( 8 \),32,Number,44,Percentages,233,Percentages of an Amount,2206.0
1037_C,1037,576,Calculate percentage of an amount mentally where the percent is an integer,233,Percentages of an Amount,What is \( 4 \% \) of \( 200 ? \),C,\( 80 \),0,D,\( 8 \),32,Number,44,Percentages,233,Percentages of an Amount,1070.0
1038_A,1038,2236,Convert from weeks to hours,209,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,A,\( 10 \times 5 \times 24 \),0,B,\( 10 \times 7 \times 24 \),71,Geometry and Measure,98,Units of Measurement,209,Time,950.0
1038_C,1038,2236,Convert from weeks to hours,209,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,C,\( 10 \times 24 \),0,B,\( 10 \times 7 \times 24 \),71,Geometry and Measure,98,Units of Measurement,209,Time,1179.0
1038_D,1038,2236,Convert from weeks to hours,209,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,D,\( 10 \times 7 \times 12 \),0,B,\( 10 \times 7 \times 24 \),71,Geometry and Measure,98,Units of Measurement,209,Time,443.0
1039_A,1039,3085,Can calculate missing coordinates in a geometric shape,406,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?",A,"\( (-6,-4) \)",0,C,"\( (-3,-4) \)",49,Algebra,81,Co-ordinates,406,Naming Co-ordinates in 2D,110.0
1039_B,1039,3085,Can calculate missing coordinates in a geometric shape,406,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?",B,"\( (-3,-2) \)",0,C,"\( (-3,-4) \)",49,Algebra,81,Co-ordinates,406,Naming Co-ordinates in 2D,2464.0
1039_D,1039,3085,Can calculate missing coordinates in a geometric shape,406,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?",D,"\( (-2,-3) \)",0,C,"\( (-3,-4) \)",49,Algebra,81,Co-ordinates,406,Naming Co-ordinates in 2D,110.0
1040_B,1040,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,Simplify the following if possible: \( \frac{6+9 m}{3} \),B,\( 6+3 m \),0,A,\( 2+3 m \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,363.0
1040_C,1040,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,Simplify the following if possible: \( \frac{6+9 m}{3} \),C,\( 2+9 m \),0,A,\( 2+3 m \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,363.0
1040_D,1040,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,Simplify the following if possible: \( \frac{6+9 m}{3} \),D,None of the options,0,A,\( 2+3 m \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,1540.0
